노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),68,서리풀문화광장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),69,서초역1번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),70,지하철2호선교대역2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),71,서초동유원아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),72,롯데칠성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),73,강남역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),74,강남역1번출구.역삼세무서,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),75,역삼역.포스코타워역삼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),76,대한사회복지회,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),77,역삼동성당.역삼자이아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),78,래미안그레이튼아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),79,도곡중학교.강남세브란스병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),80,개포한신.우성4차아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),81,현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),82,개포래미안포레스트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),83,개포우성아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),84,도곡교회.인바디빌딩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),85,능인선원앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),86,구룡사앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),87,도로교통공단서울지부.코트라,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),88,염곡동구룡사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),89,능인선원앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),90,도곡교회.인바디빌딩건너,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),91,개포파크빌리지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),92,개포주공1단지아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),93,구룡초교사거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),94,현대아파트경남아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),95,우성캐릭터빌아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),96,강남세브란스병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),97,역삼2동주민센터.대림역삼아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),98,역삼자이아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),99,아가방빌딩.하나은행,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),100,역삼역4번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),101,강남역12번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),102,강남역.강남역사거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),103,서초동진흥아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),104,서초동유원아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),105,지하철2호선교대역4번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),106,교대역10번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),107,대법원앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),108,내방역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),109,방배고개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),110,이수역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),111,이수역10번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),112,남성초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),113,남성역골목시장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),114,남성역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),115,사당중학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),116,총신대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),117,사당롯데캐슬골든포레.사당해그린,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),118,숭실대별관앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),119,숭실대정문앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),120,숭실대입구역,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),121,상도동중앙하이츠빌.상도전통시장,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),122,상도역,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),123,상도노빌리티아파트,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),124,동작문화복지센터.동작보건소,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),125,청화병원,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),126,동작구청.노량진초등학교앞,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),127,노량진수산시장.CTS기독교TV,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),128,현대아파트.유한양행,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),129,대방역,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),130,신길새마을금고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),131,신길역1호선,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),132,경방타임스퀘어.신세계백화점,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),133,김안과병원,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),134,당산동진로아파트,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),135,양남동로타리,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),136,양평1동주민센터,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),137,관악고등학교,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),138,오목교역.동신한방병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),139,목동대학학원,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),140,목동7단지.종로학원,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),141,목동역.목동오거리,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),142,신서고교.영상고교입구,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),143,신정역(은행정).신정4동주민센터,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),144,양강중학교,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),145,KT강서지사,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),146,까치산역2번출구,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),147,화곡역4번출구,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),148,화곡역1번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),149,대원시장,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),150,화곡중고등학교,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),151,우장산역1번출구,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),152,명덕고등학교.서울스타병원,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),153,발산역.우장산힐스테이트,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),154,발산역9번출구,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),155,마곡동로사거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),156,마곡역(가로변),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),157,마곡나루역1번출구.웰튼병원,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),158,마곡엠밸리7단지(712동),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),159,신방화역4번출구.마곡중학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),160,서울항공비즈니스고등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),161,방화동동부센트레빌아파트,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),162,방화사거리,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),163,개화산역,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),164,개화119안전센터,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),165,개화역광역환승센터,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,개화역광역환승센터 - 강서공영차고지(종점가상),166,강서공영차고지(종점가상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,1,대흥교통(기점가상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2,염곡동구룡사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,3,능인선원앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,4,도곡교회.인바디빌딩건너,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,5,개포파크빌리지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,6,개포주공1단지아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,7,구룡초교사거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,8,현대아파트경남아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,9,우성캐릭터빌아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,10,강남세브란스병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,11,역삼2동주민센터.대림역삼아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,12,역삼자이아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,13,아가방빌딩.하나은행,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,14,역삼역4번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,15,강남역12번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,16,강남역.강남역사거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,17,서초동진흥아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,18,서초동유원아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,19,지하철2호선교대역4번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,20,교대역10번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,21,대법원앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,22,내방역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,23,방배고개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,24,이수역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,25,이수역10번출구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,26,남성초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,27,남성역골목시장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,28,남성역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,22,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,29,사당중학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,30,총신대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,31,사당롯데캐슬골든포레.사당해그린,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,32,숭실대별관앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,33,숭실대정문앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,34,숭실대입구역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,35,상도동중앙하이츠빌.상도전통시장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,36,상도역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,37,상도노빌리티아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,38,동작문화복지센터.동작보건소,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,39,청화병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,40,동작구청.노량진초등학교앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,41,노량진수산시장.CTS기독교TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,2,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,42,현대아파트.유한양행,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,43,대방역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,2,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,44,신길새마을금고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,45,신길역1호선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,2,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,46,경방타임스퀘어.신세계백화점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,10,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,47,김안과병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,12,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,48,당산동진로아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,11,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,49,양남동로타리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,50,양평1동주민센터,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,51,관악고등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,52,오목교역.동신한방병원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,53,목동대학학원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,11,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,54,목동7단지.종로학원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,9,0,
N64,대흥교통(기점가상) - 도로교통공단서울지부.코트라,55,목동역.목동오거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,12,0,
